Age,Gender,City,Monthly_Household_Income_AED,Occupation,Health_Consciousness,Fitness_Activities,Servings_per_Week,Motivations,Purchase_Channels,Preferred_Pack_Size,Packaging_Type,Flavor_Preferences,Eco_Friendly_Packaging_Score,Price_Discount_Influence,Willingness_Score,Max_Price_WTP_500ml_AED,Monthly_Spend_AED,Subscription_Plan,Value_Add_Ranking,Brand_Descriptors,Recommended_Brand,Key_Problem,Delivery_Tolerance_Score,Additional_Suggestions
23,Male,Dubai,4100.0,Salaried,3,Gym,9,"Muscle recovery,Taste",Supermarket,500 ml,PET bottle,Berry,3,2,5,13.88,111.76,No,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Innovative,Trustworthy,Fun",Yes,Limited flavors,1,Use recyclable packaging
32,Female,Abu Dhabi,9500.0,Student,4,"Yoga,Team sports,None",11,Muscle recovery,Gym kiosk,500 ml,Tetra Pak,"Vanilla,Berry,Tropical",4,5,8,17.16,213.58,Yes,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips","Fun,Premium,Innovative",No,Too much sugar,3,Introduce more flavors
44,Male,Abu Dhabi,8600.0,Student,5,Gym,4,Convenience,"Food-delivery app,Supermarket,Gym kiosk",500 ml,Tetra Pak,"Chocolate,Tropical,Coffee",1,3,7,11.87,53.9,No,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Trustworthy,Innovative",No,Too expensive,5,Offer subscription discounts
58,Female,Dubai,3200.0,Self-employed,2,"Team sports,Running,Gym",5,Weight control,Supermarket,1 L,PET bottle,Vanilla,1,1,4,9.58,53.02,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery",Fun,No,Packaging not eco-friendly,1,Introduce more flavors
62,Male,Abu Dhabi,22600.0,Salaried,2,Team sports,1,Muscle recovery,Supermarket,500 ml,Tetra Pak,"Unflavored,Chocolate",1,1,4,7.42,8.27,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Premium,Sustainable",Yes,Limited flavors,5,Offer subscription discounts
29,Female,Abu Dhabi,21300.0,Other,4,"Gym,None",1,"Taste,Convenience","Brand website,Food-delivery app",Multi-pack,PET bottle,"Coffee,Chocolate,Vanilla",2,4,4,10.14,9.92,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Trustworthy,Fun,Innovative",Yes,Hard to find,1,Provide protein-rich options
22,Female,Dubai,9400.0,Salaried,1,Gym,2,"Taste,Muscle recovery",Supermarket,500 ml,Tetra Pak,"Vanilla,Tropical,Berry",3,4,3,11.83,20.59,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Sustainable,Innovative",No,Hard to find,1,Use recyclable packaging
46,Male,Ajman,8700.0,Salaried,5,"None,Gym",3,"Immunity,Weight control",Food-delivery app,1 L,Powder pouch,Tropical,3,2,8,14.77,36.57,No,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Affordable,Premium",No,Limited flavors,2,Introduce more flavors
46,Female,Abu Dhabi,6300.0,Salaried,2,None,1,"Convenience,Immunity",Food-delivery app,1 L,PET bottle,Coffee,3,4,6,11.13,12.06,Maybe,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Sustainable,Premium",No,Limited flavors,4,
31,Male,Dubai,4600.0,Retired,2,"Team sports,None",3,Muscle recovery,"Brand website,Supermarket",500 ml,PET bottle,"Coffee,Vanilla",1,1,7,12.03,42.78,Yes,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Innovative,Fun",Yes,Limited flavors,5,Offer subscription discounts
41,Male,Abu Dhabi,5100.0,Other,2,"Running,None",3,"Weight control,Muscle recovery","Supermarket,Food-delivery app",250 ml,Recyclable can,"Berry,Chocolate,Coffee",3,4,3,7.26,24.61,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips",Sustainable,Yes,Too much sugar,5,Lower the sugar content
39,Female,Abu Dhabi,6300.0,Student,5,Gym,4,"Immunity,Weight control","Food-delivery app,Supermarket",500 ml,PET bottle,"Berry,Tropical,Unflavored",1,4,7,11.38,51.34,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Innovative,Premium",Yes,Unclear nutritional info,3,Provide protein-rich options
22,Female,Sharjah,5500.0,Self-employed,3,None,4,Convenience,"Supermarket,Brand website",1 L,PET bottle,"Chocolate,Vanilla,Tropical",3,2,5,7.34,30.12,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals",Sustainable,No,Too much sugar,1,Introduce more flavors
54,Female,Dubai,7800.0,Self-employed,5,"Team sports,Running",8,Muscle recovery,"Food-delivery app,Brand website",500 ml,Tetra Pak,"Berry,Chocolate",4,1,9,13.61,102.89,Yes,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Innovative,Sustainable",Yes,Hard to find,2,Offer subscription discounts
50,Male,Ajman,12900.0,Salaried,5,None,3,Weight control,"Food-delivery app,Gym kiosk,Supermarket",500 ml,Tetra Pak,"Unflavored,Chocolate",1,3,4,11.83,39.24,No,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery",Premium,Yes,Hard to find,2,
38,Male,Sharjah,2900.0,Other,1,"Running,None,Gym",3,Immunity,"Supermarket,Pharmacy,Brand website",500 ml,Tetra Pak,Vanilla,2,3,6,13.42,45.01,Maybe,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Affordable,Fun,Sustainable",No,Too expensive,1,Introduce more flavors
33,Female,Dubai,21800.0,Salaried,3,"Gym,None,Running",3,"Taste,Muscle recovery","Supermarket,Food-delivery app",500 ml,PET bottle,"Coffee,Chocolate",4,4,6,11.54,28.55,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Sustainable,Yes,Too much sugar,2,Introduce more flavors
31,Male,Abu Dhabi,4500.0,Student,3,"Gym,None",3,Weight control,Food-delivery app,500 ml,PET bottle,Berry,1,2,3,6.24,18.97,No,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Premium,Sustainable,Trustworthy",No,Unclear nutritional info,1,Provide protein-rich options
38,Female,Abu Dhabi,2900.0,Self-employed,5,"Running,Gym,Yoga",5,"Immunity,Muscle recovery",Food-delivery app,1 L,PET bottle,"Berry,Unflavored,Chocolate",3,1,10,15.11,80.38,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Innovative,Trustworthy",No,Hard to find,1,Use recyclable packaging
18,Male,Dubai,13300.0,Salaried,3,"None,Running",1,"Weight control,Immunity","Supermarket,Brand website",500 ml,PET bottle,Berry,5,2,7,14.48,14.08,Yes,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Innovative,Premium,Fun",No,Hard to find,5,Provide protein-rich options
25,Male,Dubai,8600.0,Self-employed,3,None,6,"Taste,Immunity","Supermarket,Food-delivery app",500 ml,Recyclable can,"Vanilla,Tropical",3,5,7,12.27,85.11,Yes,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Sustainable,Premium,Innovative",No,Too much sugar,3,Provide protein-rich options
65,Non-binary,Dubai,4300.0,Self-employed,4,Running,5,Immunity,"Pharmacy,Brand website,Gym kiosk",1 L,Tetra Pak,"Vanilla,Tropical",3,3,7,14.65,84.69,No,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Affordable,Trustworthy,Innovative",Yes,Packaging not eco-friendly,1,Introduce more flavors
36,Female,Sharjah,4300.0,Salaried,5,"None,Gym",2,Muscle recovery,"Supermarket,Food-delivery app,Gym kiosk",500 ml,PET bottle,"Coffee,Chocolate,Vanilla",1,2,4,7.64,13.44,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Sustainable,Trustworthy",No,Unclear nutritional info,5,Provide protein-rich options
26,Male,Abu Dhabi,6100.0,Student,4,"None,Gym,Running",5,Muscle recovery,"Pharmacy,Brand website",500 ml,Tetra Pak,Tropical,2,5,3,8.38,41.81,Yes,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals","Innovative,Premium",No,Limited flavors,1,
26,Male,Sharjah,5800.0,Self-employed,4,"Gym,Running,None",4,"Weight control,Taste","Supermarket,Food-delivery app,Pharmacy",500 ml,PET bottle,"Tropical,Chocolate",5,2,7,13.15,50.75,Yes,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips",Affordable,No,Unclear nutritional info,1,
48,Female,Abu Dhabi,3900.0,Salaried,3,Yoga,5,Convenience,"Supermarket,Food-delivery app,Brand website",500 ml,PET bottle,"Vanilla,Unflavored",1,3,6,13.16,60.02,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Affordable,Sustainable,Fun",No,Packaging not eco-friendly,2,Lower the sugar content
47,Male,Dubai,17100.0,Salaried,2,Gym,2,"Weight control,Convenience","Gym kiosk,Supermarket",1 L,Tetra Pak,Tropical,4,2,6,13.78,31.76,No,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points",Sustainable,No,Hard to find,3,Use recyclable packaging
53,Female,Abu Dhabi,10600.0,Self-employed,1,"Running,Gym",1,"Immunity,Muscle recovery","Pharmacy,Gym kiosk",1 L,Tetra Pak,Tropical,5,4,4,7.7,6.48,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Sustainable,Affordable",No,Limited flavors,3,
38,Male,Sharjah,22300.0,Salaried,2,None,1,"Weight control,Muscle recovery",Brand website,250 ml,Tetra Pak,"Chocolate,Coffee,Berry",1,2,3,7.46,6.18,No,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Sustainable,Affordable",Yes,Packaging not eco-friendly,3,Provide protein-rich options
22,Female,Abu Dhabi,7500.0,Self-employed,4,"None,Running",6,"Weight control,Immunity",Brand website,500 ml,PET bottle,Berry,3,3,2,4.59,29.94,No,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Premium,Fun,Sustainable",Yes,Limited flavors,1,Provide protein-rich options
38,Male,Abu Dhabi,9300.0,Self-employed,2,"None,Team sports",0,"Convenience,Weight control","Food-delivery app,Gym kiosk,Supermarket",500 ml,PET bottle,Berry,2,4,7,10.17,0.0,Yes,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Fun,Innovative",Yes,Unclear nutritional info,5,Lower the sugar content
37,Female,Sharjah,18400.0,Salaried,1,Gym,3,Muscle recovery,"Supermarket,Food-delivery app,Brand website",250 ml,Powder pouch,"Coffee,Chocolate,Vanilla",3,5,3,13.43,43.0,Maybe,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points",Innovative,Yes,Hard to find,1,
20,Female,Abu Dhabi,6400.0,Salaried,3,Running,2,"Convenience,Weight control","Food-delivery app,Pharmacy,Gym kiosk",1 L,Tetra Pak,"Tropical,Berry",1,5,4,11.97,22.85,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points",Premium,No,Unclear nutritional info,3,Introduce more flavors
29,Male,Other,9900.0,Other,3,Yoga,4,Weight control,Food-delivery app,1 L,PET bottle,"Vanilla,Unflavored,Chocolate",4,1,7,8.77,39.85,No,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points",Sustainable,Yes,Too expensive,2,Provide protein-rich options
29,Female,Abu Dhabi,11800.0,Student,4,"Gym,Team sports,Running",4,Immunity,"Food-delivery app,Pharmacy,Brand website",250 ml,Tetra Pak,"Vanilla,Chocolate",1,4,6,9.41,39.64,Yes,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips",Fun,No,Limited flavors,1,Introduce more flavors
20,Male,Abu Dhabi,7700.0,Student,5,"Running,Gym",9,"Taste,Weight control","Supermarket,Food-delivery app",1 L,Tetra Pak,"Unflavored,Berry,Chocolate",2,1,0,6.21,46.24,Yes,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Affordable,No,Unclear nutritional info,1,Provide protein-rich options
55,Male,Dubai,8300.0,Salaried,1,"None,Team sports,Running",3,Weight control,"Food-delivery app,Supermarket",500 ml,Recyclable can,"Coffee,Berry",4,3,3,8.38,28.6,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points","Fun,Trustworthy,Sustainable",No,Too expensive,2,
43,Male,Dubai,2900.0,Salaried,2,Yoga,3,"Taste,Weight control","Supermarket,Brand website",250 ml,Tetra Pak,Berry,5,4,6,14.63,45.11,Yes,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals",Fun,Yes,Unclear nutritional info,1,Provide protein-rich options
56,Female,Dubai,8400.0,Self-employed,3,"Team sports,Yoga,None",3,Muscle recovery,"Brand website,Gym kiosk",1 L,PET bottle,"Berry,Coffee",1,3,10,13.28,47.46,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Premium,Affordable,Sustainable",No,Hard to find,2,Introduce more flavors
22,Male,Abu Dhabi,10900.0,Retired,3,None,5,Weight control,"Food-delivery app,Supermarket,Gym kiosk",Multi-pack,Tetra Pak,"Chocolate,Tropical",1,4,6,14.56,84.96,Yes,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Innovative,Sustainable,Premium",Yes,Limited flavors,1,Use recyclable packaging
20,Female,Ajman,3300.0,Student,4,"Running,Yoga",10,"Weight control,Immunity",Gym kiosk,250 ml,Tetra Pak,Tropical,4,4,6,11.71,107.83,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Sustainable,Fun,Innovative",No,Packaging not eco-friendly,5,Provide protein-rich options
53,Male,Abu Dhabi,3600.0,Salaried,5,"Gym,Yoga,None",12,Taste,"Supermarket,Brand website",Multi-pack,PET bottle,"Vanilla,Chocolate",5,1,8,15.09,188.66,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Innovative,Fun",Yes,Hard to find,5,Provide protein-rich options
51,Female,Dubai,21500.0,Salaried,4,"Yoga,Team sports",1,Muscle recovery,"Supermarket,Food-delivery app",1 L,PET bottle,Chocolate,2,3,7,14.23,14.41,Yes,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery",Affordable,No,Limited flavors,5,Use recyclable packaging
54,Male,Other,16600.0,Self-employed,3,"Team sports,None",4,"Immunity,Weight control","Pharmacy,Supermarket",Multi-pack,Powder pouch,"Coffee,Berry,Tropical",4,2,8,12.79,49.07,Maybe,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Innovative,Trustworthy",Yes,Too much sugar,5,
28,Female,Abu Dhabi,4600.0,Salaried,5,"Gym,None,Running",1,Weight control,"Supermarket,Brand website,Food-delivery app",Multi-pack,PET bottle,"Tropical,Berry",3,2,6,12.25,13.98,No,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Innovative,Affordable",Yes,Too much sugar,3,Offer subscription discounts
61,Female,Sharjah,15000.0,Self-employed,1,"Team sports,Yoga",1,Weight control,"Food-delivery app,Supermarket",1 L,Tetra Pak,Vanilla,5,3,1,6.55,7.62,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips",Affordable,Yes,Limited flavors,1,Use recyclable packaging
60,Male,Dubai,5300.0,Other,2,"Gym,Team sports,Running",4,Weight control,"Supermarket,Gym kiosk,Food-delivery app",500 ml,Powder pouch,"Unflavored,Vanilla,Tropical",3,3,3,6.95,28.19,No,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Fun,Trustworthy,Sustainable",No,Hard to find,3,
21,Male,Dubai,7700.0,Retired,3,"Running,Gym,None",6,"Muscle recovery,Weight control","Pharmacy,Supermarket",500 ml,PET bottle,Unflavored,4,2,6,10.32,58.68,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips",Innovative,Yes,Hard to find,1,Introduce more flavors
65,Female,Dubai,7500.0,Student,2,"Running,Gym",3,Muscle recovery,"Gym kiosk,Brand website,Food-delivery app",250 ml,PET bottle,"Coffee,Tropical",5,5,0,5.26,18.33,No,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Trustworthy,Premium,Affordable",No,Limited flavors,3,Introduce more flavors
57,Male,Dubai,17400.0,Salaried,4,Running,4,"Muscle recovery,Taste",Supermarket,250 ml,Tetra Pak,"Tropical,Berry,Chocolate",4,3,7,12.44,58.18,Yes,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals",Innovative,Yes,Packaging not eco-friendly,4,Offer subscription discounts
43,Female,Dubai,14400.0,Student,1,"Gym,None",3,"Muscle recovery,Immunity","Supermarket,Pharmacy",500 ml,Powder pouch,"Vanilla,Berry,Tropical",2,2,2,8.83,23.52,No,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Affordable,Sustainable,Trustworthy",No,Too much sugar,3,Use recyclable packaging
55,Male,Abu Dhabi,9100.0,Student,1,"None,Yoga",2,"Taste,Immunity",Pharmacy,250 ml,Tetra Pak,"Vanilla,Coffee,Chocolate",2,2,4,9.22,20.39,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Sustainable,Premium,Affordable",No,Limited flavors,1,Introduce more flavors
40,Female,Abu Dhabi,7400.0,Self-employed,2,None,4,"Convenience,Weight control",Brand website,500 ml,PET bottle,"Vanilla,Chocolate",5,5,6,16.06,57.57,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Fun,Yes,Packaging not eco-friendly,4,Provide protein-rich options
27,Female,Sharjah,4100.0,Student,4,"Gym,None",7,Convenience,Gym kiosk,1 L,PET bottle,"Vanilla,Coffee,Berry",2,2,5,11.6,83.56,No,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Premium,Sustainable,Affordable",No,Packaging not eco-friendly,3,Introduce more flavors
28,Female,Abu Dhabi,3500.0,Salaried,1,"None,Running,Gym",1,"Immunity,Weight control","Supermarket,Brand website",250 ml,PET bottle,"Chocolate,Vanilla",5,4,2,9.66,8.74,No,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Affordable,Premium",Yes,Too expensive,1,Use recyclable packaging
31,Male,Abu Dhabi,2300.0,Student,2,"None,Running",3,Convenience,"Supermarket,Food-delivery app",1 L,Tetra Pak,Chocolate,2,3,7,15.06,49.45,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Affordable,Trustworthy",Yes,Too much sugar,4,Use recyclable packaging
55,Male,Sharjah,9200.0,Student,3,Running,3,Weight control,"Pharmacy,Supermarket,Food-delivery app",500 ml,Tetra Pak,"Chocolate,Berry,Coffee",4,2,7,14.58,44.83,Maybe,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals",Sustainable,Yes,Too much sugar,2,Provide protein-rich options
53,Male,Abu Dhabi,10000.0,Salaried,1,"None,Gym,Yoga",3,"Muscle recovery,Convenience","Supermarket,Pharmacy",500 ml,PET bottle,"Chocolate,Unflavored,Tropical",1,2,2,9.9,25.41,No,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Innovative,No,Unclear nutritional info,1,
25,Female,Dubai,9700.0,Student,5,"Gym,Running,Team sports",5,Convenience,"Supermarket,Pharmacy,Food-delivery app",1 L,PET bottle,Chocolate,5,1,7,13.43,77.96,Maybe,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Innovative,Sustainable",No,Packaging not eco-friendly,4,Provide protein-rich options
61,Female,Abu Dhabi,6600.0,Student,4,None,6,Weight control,"Supermarket,Gym kiosk",1 L,PET bottle,Vanilla,4,4,7,10.75,63.3,Maybe,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Fun,No,Packaging not eco-friendly,2,
50,Male,Abu Dhabi,8800.0,Self-employed,2,"None,Running,Gym",4,"Muscle recovery,Weight control","Food-delivery app,Gym kiosk,Supermarket",1 L,Tetra Pak,"Berry,Chocolate,Vanilla",4,5,2,6.14,28.91,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Affordable,Trustworthy,Sustainable",No,Unclear nutritional info,2,Use recyclable packaging
61,Male,Other,4400.0,Salaried,5,"Gym,None",5,Muscle recovery,"Brand website,Gym kiosk,Food-delivery app",500 ml,PET bottle,"Coffee,Tropical,Chocolate",3,1,7,11.79,57.7,No,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips",Sustainable,Yes,Too expensive,3,Lower the sugar content
40,Male,Dubai,4900.0,Salaried,3,Gym,5,Convenience,"Food-delivery app,Brand website",500 ml,Tetra Pak,"Coffee,Berry,Vanilla",1,3,7,9.63,44.26,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Premium,Affordable",No,Too much sugar,5,Lower the sugar content
21,Female,Sharjah,6100.0,Homemaker,1,"Running,Gym",2,Weight control,"Brand website,Supermarket,Food-delivery app",500 ml,Recyclable can,Coffee,2,1,2,5.81,9.46,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Fun,No,Too much sugar,3,Introduce more flavors
35,Male,Fujairah,7400.0,Retired,1,"Running,Team sports,Gym",4,"Weight control,Muscle recovery","Supermarket,Food-delivery app,Pharmacy",Multi-pack,PET bottle,Coffee,4,5,7,12.25,50.9,Yes,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Sustainable,Premium,Innovative",No,Packaging not eco-friendly,5,Use recyclable packaging
35,Male,Sharjah,3400.0,Student,1,"None,Running",0,Convenience,"Supermarket,Food-delivery app,Gym kiosk",250 ml,PET bottle,Berry,5,5,6,8.83,0.0,No,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Trustworthy,Fun,Affordable",Yes,Hard to find,4,Offer subscription discounts
19,Non-binary,Al Ain,11300.0,Salaried,3,"None,Yoga",4,Immunity,Supermarket,500 ml,PET bottle,Chocolate,2,1,4,10.88,42.11,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Fun,Yes,Unclear nutritional info,4,Use recyclable packaging
